#,Procedimiento,"Nombre o razón social del proveedor",Ejercicio,Trimestre,"Sujeto obligado contratante","Sujeto obligado solicitante","Número de contrato","Objeto del contrato",Descripción,"Fundamento jurídico","Fecha de celebración","Fecha de inicio","Fecha de término","Monto original de contrato","Archivo del contrato en PDF","Área responsable de la información","Fecha de validación",Año,"Fecha de actualización",Nota,Estatus,"Monto modificado","Monto total","Monto pagado a la fecha"
1,"Licitación pública","María Isabel Arvide Limón",2015,"2o Trimestre (Abril-Junio)",,*prueba,"Sin contrato","Sin contrato","Sin contrato","Sin contrato",,,,"$ 0.00",Ciclo_de_Vida_Proyectos.pdf,,,,,,Activo,$0.00,"$ 0.00","$ 0.00"
381,"Adjudicación directa","Francisco Verdayes Ortiz",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",204/2015,"Cobertura Periodística del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 480,000.00",0204_FRANCISCO_VERDAYES_ORTIZ.pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 480,000.00","$ 0.00"
382,"Adjudicación directa","Estrictamente Digital S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",142/2015," 
Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 480,000.00",0142_ESTRICTAMENTE_DIGITAL_S.A._DE_C.V..pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 480,000.00","$ 0.00"
383,"Adjudicación directa","Editorial 19.51 S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",212/2015,"Cobertura Periodística del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 208,800.00",0212__EDITORIAL_19.51_SA_DE_CV.pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 208,800.00","$ 0.00"
384,"Adjudicación directa","Gregorio Raúl García Romero",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",045/2015,"Cobertura Periodística del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 133,200.00",045_GREGORIO_RAUL_GARCIA_ROMERO.pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 133,200.00","$ 0.00"
385,"Adjudicación directa","Pedro Abraham Ricalde Bacab",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",209/2015,"Cobertura de  Propaganda Televisiva del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 999,000.00",0209_PEDRO_ABRAHAM_RICALDE_BACAB.pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 999,000.00","$ 0.00"
386,"Adjudicación directa","Pedro Abraham Ricalde Bacab",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",210/2015,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 1,265,400.00",0210_PEDRO_ABRAHAM_RICALDE_BACAB.pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 1,265,400.00","$ 0.00"
387,"Adjudicación directa","Rita Iliana Bacab Chavarria",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",196/2015,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 1,313,207.52",0196_RITA_ILIANA_BACAB_CHAVARRIA.pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 1,313,207.52","$ 0.00"
388,"Adjudicación directa","Esther Gomez Orozco",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",188/2015,"Cobertura Periodística del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 278,400.00",0188_ESTHER_GOMEZ_OROZCO.pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 278,400.00","$ 0.00"
389,"Adjudicación directa","La Crónica Diaria S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",080/2015,"Cobertura Periodística del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 696,000.00",080_LA_CRONICA_DIARIA_SA_DE_CV.pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 696,000.00","$ 0.00"
390,"Adjudicación directa","Grupo C y D del Caribe S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",087/2015,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 2,397,594.00",087_GRUPO_C_Y_D_DEL_CARIBE_S.A._DE_C.V..pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 2,397,594.00","$ 0.00"
391,"Adjudicación directa","Grupo C y D del Caribe S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",088/2015,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 2,728,320.00",088_GRUPO_C_Y_D_DEL_CARIBE_S.A._DE_C.V..pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 2,728,320.00","$ 0.00"
392,"Adjudicación directa","Periódico Digital Sendero S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",062/2015,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 417,600.00",062_PERIODICO_DIGITAL_SENDERO_S.A._DE_C.V..pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 417,600.00","$ 0.00"
393,"Adjudicación directa","Periódico Digital Sendero S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",214/2015,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 580,000.00",0214_PERIODICO_DIGITAL_SENDERO_S.A._DE_C.V..pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 580,000.00","$ 0.00"
394,"Adjudicación directa","Grupo C y D del Caribe S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",060/2015,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 730,800.00",060_GRUPO_C_Y_D_DEL_CARIBE_S.A._DE_C.V._EXTRAORDINARIO.pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 730,800.00","$ 0.00"
395,"Adjudicación directa","David Omar Rosas Marrufo",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",026/2015,"Cobertura Periodística del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 181,800.00",026_DAVID_ROSAS_MARRUFO.pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 181,800.00","$ 0.00"
396,"Adjudicación directa","Ismael Gómez Dantes",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",120/2015,"Cobertura Periodística del Gobierno del Estado","necesarias para dar a conocer las acciones de Gobierno del Estado","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 266,400.00",0120_ISMAEL_GOMES_DANTES.pdf,Administración/UV,,2015,,,Activo,$0.00,"$ 266,400.00","$ 0.00"
397,"Adjudicación directa","José Ivan Ruiz Estrada",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",103/2015,"Cobertura Periodística del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 266,400.00",0103_JOSE_IVAN_RUIZ_ESTRADA.pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 266,400.00","$ 0.00"
398,"Adjudicación directa","María Elena Montiel Mora",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",018/2015,"Cobertura Publicitaria del Gobierno del Estado","necesarias para dar a conocer las acciones de Gobierno del Estado","Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial",,,,"$ 266,400.00",018_MARIA_ELENA_MONTIEL_MORA.pdf,Administración/UV,,2015,,,Activo,$0.00,"$ 266,400.00","$ 0.00"
399,"Adjudicación directa","Ramón Francisco Triay Peniche",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",104/2015,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 96,960.00",0104_RAMON_TRIAY_PENICHE.pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 96,960.00","$ 0.00"
400,"Adjudicación directa","Sebastían Uc Yam",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",114/2015,"Cobertura de  Propaganda Radiofónica Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 1,065,600.00",0114_SEBASTIAN_UC_YAM.pdf,"Dirección Administrativa/UV",,2015,,,Activo,$0.00,"$ 1,065,600.00","$ 0.00"
