#,"Número de factura",Proveedor,Contrato,Orden,Ejercicio,Trimestre,Monto,"Archivo factura en PDF (Vínculo al archivo)","Archivo factura en XML (Vínculo al archivo)","Fecha de erogación",Estatus
1985,118/OCTUBRE,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",44636.80,118-OCTUBRE.pdf,,2017-10-31,Activo
1986,119/OCTUBRE,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",60006.80,119-OCTUBRE.pdf,,2017-10-23,Activo
1987,5115/OCTUBRE,"Megapublicidad Distribución S.A. de C.V.",017/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",104400.00,5115-OCTUBRE.pdf,,2017-10-31,Activo
1988,5116/OCTUBRE,"Megapublicidad Distribución S.A. de C.V.",017/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",127600.00,5116-OCTUBRE.pdf,,2017-10-30,Activo
1989,5125/NOVIEMBRE,"Megapublicidad Distribución S.A. de C.V.",017/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",104400.00,5125-NOVIEMBRE.pdf,,2017-11-30,Activo
1990,5126/NOVIEMBRE,"Megapublicidad Distribución S.A. de C.V.",017/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",127600.00,5126-NOVIEMBRE.pdf,,2017-11-30,Activo
1991,5127/DICIEMBRE,"Megapublicidad Distribución S.A. de C.V.",017/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",104400.00,5127-DICIEMBRE.pdf,,2017-12-31,Activo
1992,5128/DICIEMBRE,"Megapublicidad Distribución S.A. de C.V.",017/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",127600.00,5128-DICIEMBRE.pdf,,2017-12-31,Activo
1993,2526/NOVIEMBRE,"Grupo Editorial Estos Días S.A. de C.V.",021/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",232000.00,2526-NOVIEMBRE.pdf,,2017-11-30,Activo
1994,2537/DICIEMBRE,"Grupo Editorial Estos Días S.A. de C.V.",021/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",29000.00,2537-DICIEMBRE.pdf,,2017-12-31,Activo
1995,2538/DICIEMBRE,"Grupo Editorial Estos Días S.A. de C.V.",021/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",29000.00,2538-DICIEMBRE.pdf,,2017-12-31,Activo
1996,2539/DICIEMBRE,"Grupo Editorial Estos Días S.A. de C.V.",021/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",29000.00,2539-DICIEMBRE.pdf,,2017-12-31,Activo
1997,2540/DICIEMBRE,"Grupo Editorial Estos Días S.A. de C.V.",021/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",87000.00,2540-DICIEMBRE.pdf,,2017-12-31,Activo
1998,2541/DICIEMBRE,"Grupo Editorial Estos Días S.A. de C.V.",021/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",29000.00,2541-DICIEMBRE.pdf,,2017-12-31,Activo
1999,2542/DICIEMBRE,"Grupo Editorial Estos Días S.A. de C.V.",021/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",29000.00,2542-DICIEMBRE.pdf,,2017-12-31,Activo
2000,2623/OCTUBRE,"Diario Imagen S.A. de C.V.",020/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",116000.00,2623-OCTUBRE.pdf,,2017-10-06,Activo
2001,2824/OCTUBRE,"Diario Imagen S.A. de C.V.",020/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",69600.00,2824-OCTUBRE.pdf,,2017-10-20,Activo
2002,2826/OCTUBRE,"Diario Imagen S.A. de C.V.",020/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",46400.00,2826-OCTUBRE.pdf,,2017-10-19,Activo
2003,2827/OCTUBRE,"Diario Imagen S.A. de C.V.",020/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",23200.00,2827-OCTUBRE.pdf,,2017-10-24,Activo
2004,2828/OCTUBRE,"Diario Imagen S.A. de C.V.",020/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",92800.00,2828-OCTUBRE.pdf,,2017-10-31,Activo
2005,2868/NOVIEMBRE,"Diario Imagen S.A. de C.V.",020/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",185600.00,2868-NOVIEMBRE.pdf,,2017-11-17,Activo
2006,2905/NOVIEMBRE,"Diario Imagen S.A. de C.V.",020/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",92800.00,2905-NOVIEMBRE.pdf,,2017-11-24,Activo
2007,2906/NOVIEMBRE,"Diario Imagen S.A. de C.V.",020/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",69600.00,2906-NOVIEMBRE.pdf,,2017-11-09,Activo
2008,2897/DICIEMBRE,"Diario Imagen S.A. de C.V.",020/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",232000.00,2897-DICIEMBRE.pdf,,2017-12-28,Activo
2009,28298/DICIEMBRE,"Diario Imagen S.A. de C.V.",020/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",116000.00,2898-DICIEMBRE.pdf,,2017-12-28,Activo
2010,"A 5407/OCTUBRE","Crea Actividad Vera S.A. de C.V.",030/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",348000.00,A_5407-OCTUBRE.pdf,,2017-10-31,Activo
2011,"A 5110/ABRIL","Crea Actividad Vera S.A. de C.V.",030/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",167388.00,A_5110-ABRIL.pdf,,2017-04-07,Activo
2012,"A 5111/ABRIL","Crea Actividad Vera S.A. de C.V.",030/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",35287.20,A_5111-ABRIL.pdf,,2017-04-10,Activo
2013,"A 5112/ABRIL","Crea Actividad Vera S.A. de C.V.",030/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",145324.80,A_5112-ABRIL.pdf,,2017-04-19,Activo
2014,"A 5113/MAYO","Crea Actividad Vera S.A. de C.V.",030/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",52107.20,A_5113-MAYO.pdf,,2017-05-05,Activo
2015,"A 5114/MAYO","Crea Actividad Vera S.A. de C.V.",030/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",45240.00,A_5114-MAYO.pdf,,2017-05-08,Activo
2016,"A 5115/MAYO","Crea Actividad Vera S.A. de C.V.",030/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",90480.00,A_5115-MAYO.pdf,,2017-05-08,Activo
2017,"A 5116/MAYO","Crea Actividad Vera S.A. de C.V.",030/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",53870.40,A_5116-MAYO.pdf,,2017-05-13,Activo
2018,"A 5117/MAYO","Crea Actividad Vera S.A. de C.V.",030/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",61062.40,A_5117-MAYO.pdf,,2017-05-19,Activo
2019,"A 5118/MAYO","Crea Actividad Vera S.A. de C.V.",030/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",45240.00,A_5118-MAYO.pdf,,2017-05-19,Activo
2020,"A 5176/JUNIO","Crea Actividad Vera S.A. de C.V.",030/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",11887.68,A_5176-JUNIO.pdf,,2017-06-09,Activo
2021,"A 5177/JUNIO","Crea Actividad Vera S.A. de C.V.",030/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",137056.32,A_5177-JUNIO.pdf,,2017-06-11,Activo
2022,"A 5178/JUNIO","Crea Actividad Vera S.A. de C.V.",030/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",199056.00,A_5178-JUNIO.pdf,,2017-06-30,Activo
2023,"A 5241/JULIO","Crea Actividad Vera S.A. de C.V.",030/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",226655.88,A_5241-JULIO.pdf,,2017-07-31,Activo
2024,"A 5242/JULIO","Crea Actividad Vera S.A. de C.V.",030/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",42699.60,A_5242-JULIO.pdf,,2017-07-18,Activo
2025,"A 5243/JULIO","Crea Actividad Vera S.A. de C.V.",030/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",78644.52,A_5243-JULIO.pdf,,2017-07-18,Activo
2026,"A 5457/NOVIEMBRE","Crea Actividad Vera S.A. de C.V.",030/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",275616.00,A_5457-NOVIEMBRE.pdf,,2017-11-30,Activo
2027,"A 5458/NOVIEMBRE","Crea Actividad Vera S.A. de C.V.",030/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",72384.00,A_5458-NOVIEMBRE.pdf,,2017-11-13,Activo
2028,"A 5463/DICIEMBRE","Crea Actividad Vera S.A. de C.V.",030/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",64341.79,A_5463-DICIEMBRE.pdf,,2017-12-31,Activo
2029,"A 5464/DICIEMBRE","Crea Actividad Vera S.A. de C.V.",030/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",85789.05,A_5464-DICIEMBRE.pdf,,2017-12-31,Activo
2030,"A 5465/DICIEMBRE","Crea Actividad Vera S.A. de C.V.",030/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",85789.05,A_5465-DICIEMBRE.pdf,,2017-12-31,Activo
2031,"A 5466/DICIEMBRE","Crea Actividad Vera S.A. de C.V.",030/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",70568.41,A_5466-DICIEMBRE.pdf,,2017-12-17,Activo
2032,"A 5468/DICIEMBRE","Crea Actividad Vera S.A. de C.V.",030/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",41511.70,A_5468-DICIEMBRE.pdf,,2017-12-17,Activo
2033,4258/DICIEMBRE,"Tv Azteca  S.A.B. de C.V.",009/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",180960.00,4258-DICIEMBRE.pdf,,2017-12-15,Activo
2034,4259/DICIEMBRE,"Tv Azteca  S.A.B. de C.V.",009/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",763048.00,4259-DICIEMBRE.pdf,,2017-12-31,Activo
2035,4260/DICIEMBRE,"Tv Azteca  S.A.B. de C.V.",009/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",280488.00,4260-DICIEMBRE.pdf,,2017-12-31,Activo
2036,4261/DICIEMBRE,"Tv Azteca  S.A.B. de C.V.",009/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",778128.00,4261-DICIEMBRE.pdf,,2017-12-17,Activo
2037,123/NOVIEMBRE,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",154303.20,123-NOVIEMBRE.pdf,,2017-11-07,Activo
2038,124/NOVIEMBRE,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",145730.80,124-NOVIEMBRE.pdf,,2017-11-30,Activo
2039,125/NOVIEMBRE,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",145730.80,125-NOVIEMBRE.pdf,,2017-11-30,Activo
2040,126/NOVIEMBRE,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",214310.00,126-NOVIEMBRE.pdf,,2017-11-13,Activo
2041,127/NOVIEMBRE,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",35925.20,127-NOVIEMBRE.pdf,,2017-11-13,Activo
2042,128/DICIEMBRE,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",265744.40,128-DICIEMBRE.pdf,,2017-12-31,Activo
2043,129/DICIEMBRE,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",77151.60,129-DICIEMBRE.pdf,,2017-12-17,Activo
2044,130/DICIEMBRE,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",116584.64,130-DICIEMBRE.pdf,,2017-12-17,Activo
2045,131/DICIEMBRE,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",212595.52,131-DICIEMBRE.pdf,,2017-12-31,Activo
2046,132/DICIEMBRE,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",23923.84,132-DICIEMBRE.pdf,,2017-12-31,Activo
2047,136/OCTUBRE,"Nicolás Fabián Duran González",034/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",58000.00,136-OCTUBRE.pdf,,2017-10-31,Activo
2048,137/NOVIEMBRE,"Nicolás Fabián Duran González",034/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",58000.00,137-NOVIEMBRE.pdf,,2017-11-30,Activo
2049,138/DICIEMBRE,"Nicolás Fabián Duran González",034/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",58000.00,138-DICIEMBRE.pdf,,2017-12-31,Activo
2050,109/MARZO,"Nicolás Fabián Duran González",034/2017,"Sin orden de compra",2017,"1er Trimestre (Enero-Marzo)",58000.00,109-MARZO.pdf,,2017-03-31,Activo
2051,302/OCTUBRE,"Impresos Voz de Mujer, S.A. de C.V.",033/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",40600.00,302-OCTUBRE.pdf,,2017-10-31,Activo
2052,311/NOVIEMBRE,"Impresos Voz de Mujer, S.A. de C.V.",033/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",40600.00,311-NOVIEMBRE.pdf,,2017-11-30,Activo
2053,313/DICIEMBRE,"Impresos Voz de Mujer, S.A. de C.V.",033/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",40600.00,313-DICIEMBRE.pdf,,2017-12-31,Activo
2054,"A 2515/OCTUBRE","Grupo Editorial Estos Días S.A. de C.V.",021/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",203000.00,A_2515-OCTUBRE.pdf,,2017-10-30,Activo
2055,"A 2519/OCTUBRE","Grupo Editorial Estos Días S.A. de C.V.",021/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",29000.00,A_2519-OCTUBRE.pdf,,2017-10-30,Activo
2056,122/NOVIEMBRE,"Sebastían Uc Yam",067/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",69600.00,122-NOVIEMBRE.pdf,,2017-11-30,Activo
2057,123/DICIEMBRE,"Sebastían Uc Yam",067/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",39440.00,123-DICIEMBRE.pdf,,2017-12-17,Activo
2058,124/DICIEMBRE,"Sebastían Uc Yam",067/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",30160.00,124-DICIEMBRE.pdf,,2017-12-17,Activo
2059,1842/NOVIEMBRE,"Turquesa Organización S.A. de C.V.",025/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",153120.00,1842-NOVIEMBRE.pdf,,2017-11-23,Activo
2060,1843/NOVIEMBRE,"Turquesa Organización S.A. de C.V.",025/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",451820.00,1843-NOVIEMBRE.pdf,,2017-11-30,Activo
2061,1884/NOVIEMBRE,"Turquesa Organización S.A. de C.V.",025/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",555060.00,1844-NOVIEMBRE.pdf,,2017-11-30,Activo
2062,1846/DICIEMBRE,"Turquesa Organización S.A. de C.V.",025/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",158224.00,1846-DICIEMBRE.pdf,,2017-12-31,Activo
2063,1850/DICIEMBRE,"Turquesa Organización S.A. de C.V.",025/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",232348.00,1850-DICIEMBRE.pdf,,2017-12-31,Activo
2064,1847/DICIEMBRE,"Turquesa Organización S.A. de C.V.",025/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",197780.00,1847-DICIEMBRE.pdf,,2017-12-31,Activo
2065,1848/DICIEMBRE,"Turquesa Organización S.A. de C.V.",025/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",296032.00,1848-DICIEMBRE.pdf,,2017-12-29,Activo
2066,1849/DICIEMBRE,"Turquesa Organización S.A. de C.V.",025/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",173536.00,1849-DICIEMBRE.pdf,,2017-12-17,Activo
2067,518/ENERO,"Promovisión del Caribe S.A. de C.V.",015/2017,"Sin orden de compra",2017,"1er Trimestre (Enero-Marzo)",1640000.00,518-ENERO.pdf,,2017-01-31,Activo
2068,483/SEPTIEMBRE,"Promovisión del Caribe S.A. de C.V.",126/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",1240000.00,483-SEPTIEMBRE.pdf,,2017-09-30,Activo
2069,504/OCTUBRE,"Promovisión del Caribe S.A. de C.V.",126/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",1240000.00,504-OCTUBRE.pdf,,2017-10-31,Activo
2070,506/NOVIEMBRE,"Promovisión del Caribe S.A. de C.V.",126/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",1240000.00,506-NOVIEMBRE.pdf,,2017-11-30,Activo
2071,509/DICIEMBRE,"Promovisión del Caribe S.A. de C.V.",126/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",1240000.00,509-DICIEMBRE.pdf,,2017-12-31,Activo
2072,503/SEPTIEMBRE,"Promovisión del Caribe S.A. de C.V.","CM 002/2017","Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",400000.00,503-SEPTIEMBRE.pdf,,2017-09-14,Activo
2073,505/OCTUBRE,"Promovisión del Caribe S.A. de C.V.","CM 002/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",400000.00,505-OCTUBRE.pdf,,2017-10-31,Activo
2074,501/AGOSTO,"Promovisión del Caribe S.A. de C.V.","CM 002/2017","Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",293562.00,501-AGOCSTO.pdf,,2017-08-31,Activo
2075,502/AGOSTO,"Promovisión del Caribe S.A. de C.V.","CM 002/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",106438.00,502-AGOSTO.pdf,,2017-08-31,Activo
2076,"222 B/NOVIEMBRE","Xlalibre Multimedios S. de RL.",075/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",46400.00,222_B-NOVIEMBRE_3729zxmel9a8w.pdf,,2017-11-30,Activo
2077,"223 B/DICIEMBRE","Xlalibre Multimedios S. de RL.",075/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",46400.00,223_B-DICIEMBRE_3729zz0y4rgg0.pdf,,2017-12-31,Activo
2078,22/NOVIEMBRE,"Jesús Licona Aguirre",071/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",50000.00,22-NOVIEMBRE.pdf,,2017-11-30,Activo
2079,23/DICIEMBRE,"Jesús Licona Aguirre",071/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",50000.00,23-DICIEMBRE.pdf,,2017-12-31,Activo
2080,"011 001/NOVIEMBRE","Jordi Gerard Martin Morales",073/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",50000.00,011_001-NOVIEMBRE.pdf,,2017-11-30,Activo
2081,"012 001/DICIEMBRE","Jordi Gerard Martin Morales",073/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",50000.00,012_001-DICIEMBRE.pdf,,2017-12-31,Activo
2082,272/OCTUBRE,"Juan Pablo Peraza Cárdenas",079/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",34800.00,272-OCTUBRE.pdf,,2017-10-30,Activo
2083,FFAC14340/FEBRERO,"Demos, Desarrollo de Medios, S.A. de C.V.",045/2017,"Sin orden de compra",2017,"1er Trimestre (Enero-Marzo)",39416.80,FFAC14340-FEBRERO.pdf,,2017-02-28,Activo
2084,"A 108/ENERO","Gabriela de Jesus Meneses Chan",031/2017,"Sin orden de compra",2017,"1er Trimestre (Enero-Marzo)",58000.00,A_108-ENERO.pdf,,2017-01-31,Activo
2085,"A 109/FEBRERO","Gabriela de Jesus Meneses Chan",031/2017,"Sin orden de compra",2017,"1er Trimestre (Enero-Marzo)",58000.00,A_109-FEBRERO.pdf,,2017-02-28,Activo
2086,"A 133/MARZO","Gabriela de Jesus Meneses Chan",031/2017,"Sin orden de compra",2017,"1er Trimestre (Enero-Marzo)",58000.00,A_133-MARZO.pdf,,2017-03-31,Activo
2087,"022 K/OCTUBRE","Kevin Christian Garcia Hernandez",038/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",139200.00,022_K-OCTUBRE.pdf,,2017-10-31,Activo
2088,012/MAYO,"Kevin Christian Garcia Hernandez",038/2017,"Sin orden de compra",2017,"1er Trimestre (Enero-Marzo)",139200.00,012_K-MAYO.pdf,,2017-05-31,Activo
2089,"A 418/SEPTIEMBRE","Julián Eduardo Puente Sánchez",039/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",29000.00,A_418-SEPTIEMBRE.pdf,,2017-09-14,Activo
2090,"1 A/OCTUBRE","Julián Eduardo Puente Sánchez",039/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",23200.00,1_A-OCTUBRE.pdf,,2017-10-24,Activo
2091,"2 A/OCTUBRE","Julián Eduardo Puente Sánchez",039/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",5800.00,2_A-OCTUBRE.pdf,,2017-10-30,Activo
2092,4/NOVIEMBRE,"Julián Eduardo Puente Sánchez",039/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",23200.00,4-NOVIEMBRE.pdf,,2017-11-17,Activo
2093,5/NOVIEMBRE,"Julián Eduardo Puente Sánchez",039/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",5800.00,5-NOVIEMBRE.pdf,,2017-11-30,Activo
2094,6/DICIEMBRE,"Julián Eduardo Puente Sánchez",039/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",29000.00,6-DICIEMBRE.pdf,,2017-12-30,Activo
2095,85/JUNIO,"Pauco S. de R.L. de C.V.",070/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",75000.00,86-JULIO.pdf,,2017-06-30,Activo
2096,86/JULIO,"Pauco S. de R.L. de C.V.",070/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",75000.00,86-JULIO_bi8gwglc8kdf.pdf,,2017-07-31,Activo
2097,87/AGOSTO,"Pauco S. de R.L. de C.V.",070/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",75000.00,87-AGOSTO_372cpht8tk2so.pdf,,2017-08-31,Activo
2098,88/SEPTIEMBRE,"Pauco S. de R.L. de C.V.",070/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",75000.00,88-SEPTIEMBRE.pdf,,2017-09-30,Activo
2099,89/OCTUBRE,"Pauco S. de R.L. de C.V.",070/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",75000.00,89-OCTUBRE.pdf,,2017-10-31,Activo
2100,90/NOVIEMBRE,"Pauco S. de R.L. de C.V.",070/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",75000.00,90-NOVIEMBRE.pdf,,2017-11-30,Activo
2101,91/DICIEMBRE,"Pauco S. de R.L. de C.V.",070/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",75000.00,91-DICIEMBRE.pdf,,2017-12-31,Activo
2102,9/ENERO,"Zuleika Marisol Caceres G Canton",047/2017,"Sin orden de compra",2017,"1er Trimestre (Enero-Marzo)",69600.00,9-ENERO.pdf,,2017-01-31,Activo
2103,10/FEBRERO,"Zuleika Marisol Caceres G Canton",047/2017,"Sin orden de compra",2017,"1er Trimestre (Enero-Marzo)",69600.00,10-FEBRERO.pdf,,2017-02-28,Activo
2104,11/MARZO,"Zuleika Marisol Caceres G Canton",047/2017,"Sin orden de compra",2017,"1er Trimestre (Enero-Marzo)",69600.00,11-MARZO.pdf,,2017-03-31,Activo
2105,23/MAYO,"Zuleika Marisol Caceres G Canton",047/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",23200.00,23-MAYO.pdf,,2017-05-30,Activo
2106,193/FEBRERO,"Antonio Mora Ortiz",044/2017,"Sin orden de compra",2017,"1er Trimestre (Enero-Marzo)",194880.00,193-FEBRERO.pdf,,2017-02-28,Activo
2107,5/ENERO,"Analisis Interpretacion Informativa, SC",043/2017,"Sin orden de compra",2017,"1er Trimestre (Enero-Marzo)",58000.00,5-ENERO.pdf,,2017-01-31,Activo
2108,6/FEBRERO,"Analisis Interpretacion Informativa, SC",043/2017,"Sin orden de compra",2017,"1er Trimestre (Enero-Marzo)",58000.00,6-FEBRERO.pdf,,2017-02-28,Activo
2109,7/MARZO,"Analisis Interpretacion Informativa, SC",043/2017,"Sin orden de compra",2017,"1er Trimestre (Enero-Marzo)",58000.00,7-MARZO.pdf,,2017-03-31,Activo
2110,23/ABRIL,"Analisis Interpretacion Informativa, SC",043/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",18560.00,23-ABRIL.pdf,,2017-04-30,Activo
2111,24/ABRIL,"Analisis Interpretacion Informativa, SC",043/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",16240.00,24-ABRIL.pdf,,2017-04-30,Activo
2112,25/ABRIL,"Analisis Interpretacion Informativa, SC",043/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",16240.00,25-ABRIL.pdf,,2017-04-30,Activo
2113,26/ABRIL,"Analisis Interpretacion Informativa, SC",043/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",6960.00,26-ABRIL.pdf,,2017-04-30,Activo
2114,27/MAYO,"Analisis Interpretacion Informativa, SC",043/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",4640.00,27-MAYO.pdf,,2017-05-17,Activo
2115,28/MAYO,"Analisis Interpretacion Informativa, SC",043/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",16240.00,28-MAYO.pdf,,2017-05-30,Activo
2116,29/MAYO,"Analisis Interpretacion Informativa, SC",043/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",18560.00,29-MAYO.pdf,,2017-05-30,Activo
2117,30/MAYO,"Analisis Interpretacion Informativa, SC",043/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",18560.00,30-MAYO.pdf,,2017-05-30,Activo
