#,"Número de contrato",Procedimiento,Proveedor,Ejercicio,Trimestre,Contratante,Solicitante,"Objeto del contrato",Descripción,"Fundamento jurídico","Fecha celebración","Fecha inicio","Fecha fin","Monto original del contrato","Monto modificado","Monto total","Monto pagado a la fecha","Archivo contrato en PDF (Vinculo al archivo)",Estatus
413,221/2015,"Adjudicación directa","Filmik S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Periodística del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-08-01,2015-08-01,2015-12-31,2500000.00,0.00,2500000.00,,0221_FILMIK_S.A._DE_C.V..pdf,Activo
414,222/2015,"Adjudicación directa","Extreme Energy S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-03-30,2015-03-01,2015-03-31,59508.00,0.00,59508.00,,0222_EXTREME_ENERGY_S.A._DE_C.V..pdf,Activo
415,223/2015,"Adjudicación directa","Extreme Energy S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-03-12,2015-03-01,2015-03-31,96048.00,0.00,96048.00,,0223_EXTREME_ENERGY_S.A._DE_C.V..pdf,Activo
416,237/2015,"Adjudicación directa","Extreme Energy S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial",2015-08-24,2015-08-01,2015-08-31,120756.00,0.00,120756.00,,0237_EXTREME_ENERGY_S.A._DE_C.V..pdf,Activo
417,247/2015,"Adjudicación directa","Extreme Energy S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-09-03,2015-09-01,2017-07-31,113600.00,0.00,113600.00,,0247_EXTREME_ENERGY_S.A._DE_C.V..pdf,Activo
418,261/2015,"Adjudicación directa","Extreme Energy S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-09-21,2015-09-01,2015-09-30,120756.00,0.00,120756.00,,0261_EXTREME_ENERGY_S.A._DE_C.V..pdf,Activo
419,068/2015,"Adjudicación directa","Promovisión del Caribe S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura de  Propaganda Televisiva del Gobierno del Estado
 
 
 ","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial",2015-01-20,2015-01-01,2015-12-31,19488000.00,0.00,19488000.00,,068_PROMOVISION_DEL_CARIBE_SA_DE_CV.pdf,Activo
420,262/2015,"Adjudicación directa","Extreme Energy S.A. de C.V.",2015,"3er Trimestre (Julio-Septiembre)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-09-07,2015-09-01,2015-09-30,411800.00,0.00,411800.00,,0262_EXTREME_ENERGY_S.A._DE_C.V..pdf,Activo
421,266/2015,"Adjudicación directa","Extreme Energy S.A. de C.V.",2015,"2o Trimestre (Abril-Junio)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-04-06,2015-04-01,2015-04-30,331760.00,0.00,331760.00,,0266_EXTREME_ENERGY_S.A._DE_C.V..pdf,Activo
422,267/2015,"Adjudicación directa","Extreme Energy S.A. de C.V.",2015,"3er Trimestre (Julio-Septiembre)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-10-01,2015-10-01,2015-10-31,1113600.00,0.00,1113600.00,,0267_EXTREME_ENERGY_S.A._DE_C.V..pdf,Activo
423,208/2015,"Adjudicación directa","Asesoría Dinámica del Sur S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","necesarias para dar a conocer las acciones de Gobierno del Estado","Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial",2015-01-31,2015-01-01,2015-12-31,591408.00,0.00,591408.00,,0208_ASESORIA_DINAMICA_DEL_SUR_S.A._DE_C.V..pdf,Activo
424,224/2015,"Adjudicación directa","Cablemas Telecomunicaciones S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura de  Propaganda Televisiva del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-01-21,2015-01-01,2015-12-31,3706959.12,0.00,3706959.12,,0224_CABLE_TELECOMUNICACIONES_S.A._DE_C.V..pdf,Activo
425,123/2015,"Adjudicación directa","Rosario de Fátima Vázquez Hernández",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Periodística del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial",2015-01-24,2015-01-01,2015-12-31,1151208.00,0.00,1151208.00,,0123_ROSARIO_DE_FATIMA_VAZQUEZ_HERNANDEZ.pdf,Activo
426,226/2015,"Adjudicación directa","Mónica Miroslava Angulo Pinto",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-01-15,2015-01-01,2015-12-31,399600.00,0.00,399600.00,,0226_MONICA_ANGULO_PINTO.pdf,Activo
427,115/2015,"Adjudicación directa","Servicios Informativos de Quintana Roo S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Periodística del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial",2015-01-24,2015-01-01,2015-12-31,1151208.00,0.00,1151208.00,,0115_SERVICIOS_INFORMATIVOS_DE_QUINTANA_ROO_SA_DE_CV.pdf,Activo
428,227/2015,"Adjudicación directa","José Francisco Rivera Encalada",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Periodística del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-01-15,2015-01-01,2015-12-31,199800.00,0.00,199800.00,,0227_JOSE_FRANCISCO_RIVERA_ENCALADA.pdf,Activo
429,231/2015,"Adjudicación directa","Mario Mijail Calderón Franco",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-01-22,2015-01-01,2015-01-31,199800.00,0.00,199800.00,,0231_JORGE_ALBERTO_CALDERON_GOMEZ.pdf,Activo
430,116/2015,"Adjudicación directa","Grupo Editorial Estos Días S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","<!-- [if gte mso 9]><xml> </xml><![endif]-->
<!-- [if gte mso 9]><xml> Normal 0 21 false false false ES-MX X-NONE X-NONE </xml><![endif]--><!-- [if gte mso 9]><xml> </xml><![endif]--><!-- [if gte mso 10]><![endif]-->Cobertura Publicitaria del Gobierno del Estado","<!-- [if gte mso 9]><xml> </xml><![endif]-->
<!-- [if gte mso 9]><xml> Normal 0 21 false false false ES-MX X-NONE X-NONE </xml><![endif]--><!-- [if gte mso 9]><xml> </xml><![endif]--><!-- [if gte mso 10]><![endif]-->El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado","<!-- [if gte mso 9]><xml> </xml><![endif]-->
<!-- [if gte mso 9]><xml> Normal 0 21 false false false ES-MX X-NONE X-NONE </xml><![endif]--><!-- [if gte mso 9]><xml> </xml><![endif]--><!-- [if gte mso 10]><![endif]-->Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial",2015-01-24,2015-01-01,2015-01-31,1798200.00,0.00,1798200.00,,0116_GRUPO_EDITORIAL_ESTOS_DIAS_SA_DE_CV.pdf,Activo
431,069/2015,"Adjudicación directa","Promocenter Comunicación S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial",2015-01-24,2015-01-01,2015-01-31,1798200.00,0.00,1798200.00,,069_PROMOCENTER_COMUNICACIONES_SA_DE_CV.pdf,Activo
